drug_a,drug_b,support,n_ab,n_abz,additive_expected,omega_add,omega_add_lower,expected,omega,omega_lower,naive_log2_oe,eras_with_signal,om025_2004-2012,om025_2013-2018,om025_2019-2026
CYCLOSPORINE,INSULIN NOS,plausible,69,17,1.1653572554685778,3.3934513168823783,2.6265944674741952,2.7409151222361237,2.4328817791748953,1.6660249297667122,4.90976328354461,2,-0.7973810936929727,0.7275454825973711,2.3626054950580087
FLUVOXAMINE,PROPOFOL,plausible,66,41,4.336816000072334,3.100981774859878,2.625402062026331,21.994451201340915,0.8835421666424925,0.4079624538089457,6.349619895236189,1,-2.9731378106863735,,2.62027595759297
APIXABAN,GABAPENTIN,unsupported,297,16,1.0447552447552448,3.4170158476689303,2.6240879676408175,0.31189156699745196,4.3450351545706445,3.5521072745425317,2.9810678583745007,1,,-10.210394049810558,2.760142246525838
ALPRAZOLAM,SPIRONOLACTONE,unsupported,334,43,4.645621556343528,3.0795981403828128,2.6159792604174683,9.618559219022616,2.1040115215566577,1.6403926415913133,6.017953440143085,2,-10.755922462479388,1.6783949008906858,2.6314694389465982
PREDNISOLONE,WARFARIN,plausible,360,17,1.182989407710145,3.378256920189246,2.611400070781063,1.2237490095843406,3.343733294135759,2.576876444727576,3.8953521427705318,2,-10.862029610958675,2.5835826750887105,1.4118156274138556
ASPIRIN,AZATHIOPRINE,unsupported,877,31,3.023520539314348,3.1602622996427594,2.607577835461472,3.192110649852651,3.092834133354362,2.5401496691730747,4.81741832656379,2,-2.644156425331094,3.266340318463845,1.2922754482904615
ATENOLOL,SIROLIMUS,plausible,22,9,0.23153763582747072,3.6989235189160534,2.605857280446379,0.4159156478141189,3.3746408703623043,2.2815746318926298,4.158919367321504,1,1.5087588408439345,-0.35778365223233405,-0.37717499809018284
OMEPRAZOLE,VALSARTAN,unsupported,691,35,3.6257061584887156,3.1051060464109557,2.587399005652375,3.891341369301613,3.015085430028691,2.4973783892701102,3.9792412401424007,2,-1.7152468822685658,2.0352531480146805,2.6305476820055294
ASPIRIN,INFLUENZA VIRUS VACCINE,unsupported,197,73,9.140209189969983,2.9306078919435947,2.5805103917521217,11.986865537247496,2.5573328739950183,2.2072353738035453,7.032623319350637,2,-10.144261866277024,2.2091753212627414,2.2827295256848
CLOPIDOGREL BISULFATE,PREGABALIN,unsupported,389,30,2.9565297923291807,3.1414129770674144,2.578855124464269,4.3509368002051545,2.652473953871128,2.089916101267982,4.369760913758275,2,-10.756418138172242,3.056720659701618,1.4539199244747452
CYCLOSPORINE,SIMVASTATIN,positive_control,456,324,48.13354486781601,2.7381948205886264,2.576774873837934,123.96432415410708,1.3824862037359442,1.2210662569852522,8.25241093806915,3,2.1611561401667747,2.6588640074772414,2.654851078186907
ATENOLOL,DICLOFENAC,unsupported,297,27,2.560035607062621,3.167811273079351,2.5722432391123116,3.759072090608719,2.69082056384691,2.0952525298798705,5.3468573276371485,1,-0.6825269964110681,-3.1017659499998347,3.1615863692160358
AZATHIOPRINE,ENALAPRIL,unsupported,100,15,0.991509702610874,3.37742294762286,2.5556997223409166,1.1696055100739604,3.2146890435502917,2.392965818268348,4.817543395018445,2,-10.213354237113437,1.6862031852013877,1.8273717625846475
CEFTRIAXONE,TRAZODONE,unsupported,32,10,0.3804238937648969,3.576047218701575,2.545904772789294,0.6961248446608246,3.1339494451380965,2.103806999225816,4.218296705940009,1,,-10.144687355697249,2.6250115968846743
ACETAMINOPHEN,SODIUM CHLORIDE,unsupported,1035,30,3.0548865065967035,3.1009338365040766,2.5383759839009308,0.9786322250292329,4.366474076949131,3.803916224345985,2.186660539933352,1,-10.49092806777625,-11.22437177444698,2.994738581323271
RANOLAZINE,TRIMETHOPRIM,plausible,12,8,0.15491151516271207,3.69809093828056,2.5298130217358934,0.26881368199601785,3.4667569252443475,2.2984790086996814,3.944434093987935,1,1.422631985363629,-2.2618795609285356,
DEXTROAMPHETAMINE,PROMETHAZINE,unsupported,45,10,0.41507828545663183,3.5203503456259546,2.4902078997136736,0.6457072902595442,3.196078916930573,2.1659364710182927,4.280060328634574,1,,-10.241832154990632,2.7871736573237667
DAPAGLIFLOZIN,LISINOPRIL,unsupported,76,11,0.54320040912575,3.4625456155744123,2.486007961973113,0.7725696767613439,3.1758173059909605,2.1992796523896616,4.164938755622282,1,,-10.25524242843329,2.7021398962351473
CLOPIDOGREL BISULFATE,OXYCODONE,unsupported,127,12,0.6735851370408977,3.412933684657235,2.4827425229161424,0.5538970847702746,3.5681221980754803,2.637931036334388,2.4863819378295893,1,-10.27679536110356,2.680313181622388,-0.9066538022708684
LEVOFLOXACIN,OLMESARTAN MEDOXOMIL,unsupported,49,10,0.4206265712930324,3.5116294351744113,2.4814869892621303,0.650769076063401,3.1897190647583797,2.159576618846099,4.084472847259589,1,-10.519420918877506,-10.084055990992963,2.727251301748387
INFLUENZA VIRUS VACCINE,PREDNISOLONE,plausible,70,30,3.2056618104179693,3.0410061147773066,2.478448262174161,3.5005070266234517,2.930554477953165,2.3679966253500186,5.830153126418304,2,-10.143225919592345,2.0301390761450837,1.8580607962687192
FEBUXOSTAT,TICAGRELOR,plausible,15,11,0.5491233610456271,3.454377629042762,2.4778399754414626,2.348912490779526,2.0131506485606994,1.0366129949594,4.471775079292733,1,,,2.1292580736534967
DEXTROAMPHETAMINE,HYDROCHLOROTHIAZIDE,unsupported,81,12,0.7103922015812655,3.3683815921968936,2.4381904304558013,1.093761864178966,2.9714201081461624,2.04122894640507,4.168767813744497,1,-10.071686252014656,2.448940900740899,-2.712821959525662
ENOXAPARIN,NALOXONE,unsupported,46,8,0.19886669487671077,3.6043736407387206,2.4360957241940544,0.22545277871216066,3.5505092269249015,2.382231310380235,3.7800918501860368,1,,-10.05714038075057,2.3491679837702555
LOSARTAN,VALPROATE,unsupported,32,10,0.45196195496116637,3.4633416001051986,2.433199154192918,0.99075146522039,2.816277668028985,1.7861352221167044,4.201978479237281,1,,2.107155101593403,0.36112321221658256
CAFFEINE,PANTOPRAZOLE,unsupported,236,18,1.5521451722283943,3.1723205723809804,2.4292089673710398,2.0674108311201533,2.8491391945322926,2.106027589522352,4.676095437595687,1,-10.52158145181654,-10.438262259911697,2.7506637298399315
PRAVASTATIN,TENOFOVIR DISOPROXIL,plausible,49,21,1.9929530650053553,3.1084090333333467,2.42551782275867,3.1322976394709694,2.5653823292221998,1.8824911186475224,5.152166682092625,2,-1.0517774145766012,2.5553791283095904,1.2513060955028745
OXYCODONE,SITAGLIPTIN,unsupported,110,12,0.7211506299475973,3.355615020837629,2.4254238590965373,0.5929618702770575,3.515613118610961,2.585421956869869,2.887083445218685,1,-10.088800406742639,2.776856438432047,-1.3902527131223104
LEVOTHYROXINE,VALSARTAN,unsupported,779,22,2.1731946517652485,3.073288203413126,2.4075336724307714,2.2181634893067512,3.049220863874607,2.3834663328922523,3.630539775255221,3,1.2413101992618674,2.131181570342963,0.5562877875709337
CARBAMAZEPINE,LOSARTAN,unsupported,146,19,1.7358907374568113,3.1245525299569543,2.4031823716795238,3.3506688032771046,2.340293176853708,1.6189230185762773,4.970801161646416,1,-11.217299015075138,-2.9517353743795245,3.046357609614679
AMOXICILLIN,CARBOPLATIN,unsupported,154,11,0.6088038022475903,3.374557846252133,2.398020192650834,0.4461456916178628,3.6034276978333146,2.6268900442320158,3.292450096547923,1,2.6604999689937094,-2.5376618045999364,-2.8380253912790536
ISONIAZID,TRAMADOL,unsupported,62,12,0.7632487540615668,3.3067174327439215,2.3765262710028288,1.4879089812803954,2.6526044868290013,1.722413325087909,4.364349842825031,1,-10.272634215550507,-0.1057412677329078,2.537978696589728
OLANZAPINE,SOFOSBUVIR,unsupported,16,8,0.23421099086131744,3.533196224938549,2.3649183083938823,0.18694233690371215,3.629201934262484,2.4609240177178173,3.159040513799401,1,,2.2529719853177665,-2.4093694425261343
ALPRAZOLAM,LANSOPRAZOLE,unsupported,243,20,1.953833423938634,3.0625146882229584,2.361145462044989,2.6163268171278897,2.7177054641821567,2.016336238004187,4.528078970930347,1,-10.91703517453984,3.292262113072296,-0.38933171811584094
DEXAMETHASONE,NALOXONE,plausible,68,8,0.23614585479266606,3.529399296025626,2.36112137948096,0.17192035466767,3.6611007012522943,2.4928227847076276,3.0849438570665684,1,,-10.016578245112619,2.1576736629406073
MIRTAZAPINE,NALOXONE,unsupported,345,38,4.826488101126139,2.853601902456405,2.358261477698923,6.923941280916598,2.3746012410679733,1.8792608163104911,5.947555236140794,1,-10.281785126690583,-10.891558098131044,2.336392716997628
CARBAMAZEPINE,DICLOFENAC,unsupported,233,20,1.971376064472521,3.052237445158041,2.350868218980071,2.915114181175738,2.5856181901255013,1.8842489639475317,4.584757606623003,1,-11.548040366052003,-1.1888855875183293,2.9459988306914395
DICLOFENAC,LISINOPRIL,unsupported,450,25,2.7587283287524675,2.968116258412522,2.347140735787657,3.6261539471261734,2.627627692678223,2.006652170053359,4.670607779718501,1,0.3960266264413615,-3.5694079972151282,2.8571257275098882
CLONAZEPAM,DAPAGLIFLOZIN,unsupported,11,7,0.12060116451224705,3.595152286516024,2.334916945477722,0.21326898808588735,3.3943724418852246,2.1341371008469237,3.5784949493373035,1,,,2.353988558917205
CARBIDOPA,ZOLPIDEM,unsupported,94,12,0.8150495827914449,3.2487389936801336,2.3185478319390413,0.8646360386608867,3.1953399677397707,2.2651488059986784,4.018908787900326,1,-0.96103403492482,-10.391404927379394,2.317349020625514
ATENOLOL,CARBAMAZEPINE,unsupported,168,19,1.882679869339858,3.0328170910608696,2.3114469327834386,3.4678955513104452,2.297028169344552,1.575658011067121,5.0875902652957805,1,-11.280484051325532,-3.2435896510391733,3.3888215480881034
ALPRAZOLAM,APIXABAN,unsupported,209,16,1.4283854590425358,3.097000663087838,2.3040727830597256,0.42838497884133087,4.1515990340089575,3.3586711539808443,3.426027688717585,1,,-10.433287217531516,2.3260900728766436
EMTRICITABINE,PRAVASTATIN,plausible,51,20,2.058199736092863,3.0024230949641604,2.301053868786191,2.9793858392611567,2.558719332120951,1.8573501059429813,5.059500991107522,2,-1.4965808861455494,2.3772934082615067,0.9141269612460274
ASPIRIN,TACROLIMUS,plausible,874,23,2.5427853217039873,2.949196301012277,2.299389963101054,2.2667586554527066,3.0863920486286687,2.436585710717446,3.211426150071944,2,-10.337484119973626,2.581979125853177,1.273501645368532
SITAGLIPTIN,VALPROATE,unsupported,41,10,0.5445137425469867,3.32948594887641,2.299343502964129,1.128754997579461,2.688547817294917,1.6584053713826363,4.127238199117755,1,,-0.9100620893277039,2.235012963228871
ASPIRIN,ITRACONAZOLE,plausible,82,17,1.591056656331777,3.065050865251069,2.298194015842886,2.1235850364747257,2.7377434651147454,1.9708866157065628,4.818988879032322,2,,1.3264330999416534,2.051009164971934
INFLUENZA VIRUS VACCINE,METFORMIN,unsupported,115,42,5.744557025735353,2.7667917020853525,2.297303732493659,14.28179450231811,1.5236414186917095,1.054153449100016,6.263161263617991,2,-10.284064430591188,0.5707595454049167,2.7664608935379102
OLMESARTAN MEDOXOMIL,TRAZODONE,unsupported,49,10,0.546049068940165,3.3273668944671004,2.29722444855482,0.9107765594679499,2.895827912571286,1.865685466659005,4.244456581524221,1,-10.219777177321886,-10.241900289767745,2.49218368344007
RANOLAZINE,VALSARTAN,plausible,119,15,1.2887956248706243,3.115207745707386,2.293484520425442,1.4170558378599498,3.0153039515600266,2.193580726278083,4.48906345632685,1,-10.679760504007298,-0.3905434820838475,1.8766919172766907
AMLODIPINE,DEXTROAMPHETAMINE,unsupported,82,12,0.8388009132781892,3.222914749486565,2.292723587745473,1.3557147172612805,2.751881250659984,1.8216900889188916,4.048268684732401,1,-10.070972957970678,2.4702046486830644,-2.976064426596894
CARBOPLATIN,OMEPRAZOLE,unsupported,141,11,0.7020314490484572,3.2580873139241264,2.2815496603228276,0.5163101704556619,3.500221186735085,2.523683533133786,2.913980478860262,1,2.5695396715649292,-2.495059607938423,-3.003783693502337
ENOXAPARIN,LISINOPRIL,unsupported,82,9,0.41631259604541243,3.3740157569184355,2.2809495184487605,0.4889712484472405,3.2639270290306177,2.1708607905609427,3.7864238584490395,1,2.611783408676784,-10.184542473047799,-10.373163657882431
CARBAMAZEPINE,PALIPERIDONE,unsupported,127,15,1.307560256665999,3.100152568856832,2.2784293435748886,2.315252828368683,2.4609318186836684,1.639208593401725,4.460245217582877,1,-2.3673302056025185,-2.948472537963215,2.2548555520009725
CYCLOSPORINE,LOVASTATIN,known_pair,23,18,1.7843689316212983,3.0176576970482474,2.2745460920383063,4.935013411944105,1.7671697702436377,1.0240581652336966,5.128529299017314,2,-3.117102842929946,1.7370381168893934,2.212339790825585
ATENOLOL,INFLUENZA VIRUS VACCINE,unsupported,65,27,3.2632147429267038,2.8693940962645357,2.273826062297496,8.101269692360116,1.6768100718885257,1.081242037921486,5.761117201225281,1,,0.34568358029750085,2.7563809151783394
CYCLOSPORINE,ENALAPRIL,plausible,112,17,1.6298698445444577,3.038517746290826,2.271660896882643,3.576546377935232,2.1019355886231885,1.3350787392150052,4.802083809312836,2,-1.4475839801169115,1.4491619708657022,1.8436125321505732
INFLUENZA VIRUS VACCINE,RAMIPRIL,unsupported,53,24,2.775298281065755,2.90308354539832,2.2681666002282306,8.647674183045154,1.421304862589056,0.7863879174189664,5.576599949932956,2,0.28590486174907626,1.997466193889956,1.422002938865249
METFORMIN,RIBAVIRIN,unsupported,66,9,0.42669225596772387,3.3577652926749333,2.2646990542052583,0.41046492482892444,3.383252169108053,2.290185930638378,2.5190015421887537,1,-0.5538058622415989,2.103276767076275,-10.056643066617742
DAPAGLIFLOZIN,VALPROATE,unsupported,13,7,0.15225413310506278,3.5233845095730687,2.2631491685347673,0.2740157688003047,3.276455732216294,2.016220391177993,3.7492725090656362,1,,,2.272990441895769
ATENOLOL,LEVETIRACETAM,unsupported,83,18,1.8156979453720614,2.9980062820484297,2.254894677038489,4.4763066895281005,1.8943779641984917,1.151266359188551,4.840859693550108,1,-10.29650569611326,-3.607354461200013,2.9726243899833125
FUROSEMIDE,RANOLAZINE,plausible,128,22,2.476144567410566,2.918408488694009,2.2526539577116544,6.598564719896004,1.6643257450661375,0.9985712140837827,5.306019212793273,2,-2.9739612830794697,2.1974887298978905,1.4636988231220678
SITAGLIPTIN,ZOPICLONE,unsupported,83,18,1.8217926330937204,2.9942142394921105,2.2511026344821694,4.381050801418127,1.9222615984143374,1.1791499934043965,5.041394562408724,2,,1.6094992773797367,1.8393062013128096
PAROXETINE,PROPOFOL,plausible,149,42,5.948880010703021,2.720342309447744,2.2508543398560503,17.11564764496732,1.270605324293904,0.8011173547022102,6.111485619263919,1,-1.6446737942652536,-10.930287935411439,2.4467850868621888
LOSARTAN,NIACIN,plausible,35,8,0.297026492372288,3.4147632573687425,2.2464853408240764,0.3951857906647357,3.247203799622564,2.078925883077897,3.7203338386008697,1,-10.54195611099879,1.7691968330795382,0.14196427508531384
INFLUENZA VIRUS VACCINE,SIROLIMUS,plausible,18,12,0.8885251243007374,3.170302907917822,2.24011174617673,2.1130858461310824,2.2581016683494015,1.3279105066083092,4.626166979403775,2,,1.1616210477105102,1.3466608160496083
FEBUXOSTAT,OMEPRAZOLE,unsupported,80,17,1.677640651014061,3.0065171132908466,2.2396602638826635,3.3626158327317723,2.179704819513198,1.4128479701050152,4.942632501611438,1,-11.014998687351689,0.2761878448255973,2.117603500035898
METFORMIN,MORPHINE,unsupported,525,29,3.714717289690378,2.8072071865077817,2.2342445448580697,4.425109607111903,2.5824872176096383,2.0095245759599263,3.585895961375409,1,-1.0889432611930794,-1.6008745353266998,2.3292910829488416
AMISULPRIDE,IRBESARTAN,unsupported,33,13,1.0515474268847005,3.12117970508053,2.231556088215962,3.3850776719762874,1.7969440603246003,0.9073204434600324,4.734501603994583,2,-10.340512402503135,1.8472482225372018,1.446359591927601
DIAZEPAM,SOFOSBUVIR,unsupported,31,8,0.30858236732957567,3.3939961928837024,2.2257182763390357,0.24271999170419972,3.51657252445683,2.3482946079121634,3.430632575021817,1,,2.1625325556682116,-2.320456916647909
ENALAPRIL,INFLUENZA VIRUS VACCINE,unsupported,23,14,1.2158841005251995,3.0790288859057497,2.2252860408938933,3.974114798698771,1.6963787209860985,0.8426358759742423,4.843796093375211,2,,0.5370198216446519,2.169908012568312
LOPINAVIR,SPIRONOLACTONE,plausible,32,9,0.45351866198975005,3.316594433509126,2.2235281950394516,0.9851870291472828,2.6772828928330195,1.584216654363345,4.121104193593107,1,-10.293401852717311,,2.404160406195908
FENTANYL,METOCLOPRAMIDE,unsupported,555,23,2.720799143503109,2.867170157957008,2.2173638200457852,3.227280661509056,2.6564653946387184,2.006659056727495,4.66669137460178,1,-10.542319566049011,2.52664480820979,-0.33779469701661474
AMITRIPTYLINE,SITAGLIPTIN,unsupported,107,14,1.22582680042028,3.070693308543899,2.2169504635320427,2.323731027813156,2.3603783227086192,1.506635477696763,4.565963763902213,1,,3.0838428040597763,-1.883023974896218
AMITRIPTYLINE,VALSARTAN,unsupported,126,12,0.9115605583135873,3.1465651656243336,2.216374003883242,0.992524582224619,3.0661014965684,2.1359103348273076,3.767388748244571,1,-10.547461358503453,2.5068266215610815,-0.9619225353983208
DONEPEZIL,NALOXONE,unsupported,10,7,0.1741165290640713,3.4758206905255418,2.21558534948724,0.2672339360133002,3.2891521559645187,2.0289168149262173,3.784852805324019,1,,,2.1959695290502546
METOCLOPRAMIDE,TRAZODONE,unsupported,168,17,1.7203674954040888,2.9784845386042864,2.2116276891961033,2.459950374189264,2.5637100287634498,1.7968531793552667,4.9283084106377,2,-10.347593848744333,0.9974288188093572,1.6600573713104332
OLANZAPINE,RIBAVIRIN,unsupported,22,8,0.32204011243431147,3.370182142476342,2.201904225931676,0.3121377228418537,3.3876665348198083,2.219388618275142,2.95387847163644,1,-10.307354837898867,2.1967909262531355,
BUPRENORPHINE,ZOPICLONE,unsupported,391,46,6.987962896788649,2.634585524791366,2.1873639901402355,7.988473179074149,2.453653731425033,2.0064321967739027,6.1144135131514785,1,-10.682683228540142,-4.5046986204925,2.643939536662227
ENALAPRIL,PREDNISONE,plausible,298,23,2.794313369630974,2.834611054564442,2.1848047166532187,1.9320306860723713,3.2724274196209984,2.622621081709775,5.006964274782525,2,-2.9128399819110737,1.1873774066079383,1.8198267727143669
